year,month,u_rate,lab_rate,part_rate,age_group,sex,date,u_rate_sa,lab_rate_sa,part_rate_sa
1984,3,0.035380784,0.21098594,0.43346581,65+,m,1984-03-12,0.0285492843807842,0.209093596936459,0.437577368425764
1984,3,0.076653682,0.61923617,0.28275999,16-64,f,1984-03-12,0.077283011377633,0.62508142843826,0.275236440498341
1984,3,0.052162874,0.95618057,0.040607933,40-44,m,1984-03-12,0.0466140492710589,0.959515759332224,0.0403826397766541
1984,3,0.05229314,0.89031446,0.044749837,50-54,m,1984-03-12,0.0482287271609281,0.887014782374833,0.0370872241852037
1984,3,0.082464159,0.84591031,0.11245207,16-64,m,1984-03-12,0.0768744141553951,0.854722579156889,0.106656483130088
1984,3,0.20458387,0.49045163,0.68437642,16-19,t,1984-03-12,0.196749359095674,0.537801663962491,0.630777164205792
1984,3,0.049216419,0.74099922,0.12596643,50-54,t,1984-03-12,0.0464231266313039,0.737356781629112,0.122548252876145
1984,3,0.079937778,0.72976184,0.18676582,16-64,t,1984-03-12,0.0773039324651328,0.73537613849991,0.179415963930584
1984,3,0.07033971,0.81733572,0.14112623,30-34,t,1984-03-12,0.0678478195177001,0.819253715421566,0.137904427372255
1984,3,0.060198098,0.955513,0.048582267,35-39,m,1984-03-12,0.0525129365997701,0.956162194429069,0.0465677843247703
1984,3,0.052603137,0.79345107,0.12715925,45-49,t,1984-03-12,0.05094955475831,0.792242782865025,0.124577642273468
1984,3,0.049916513,0.70639062,0.24766865,40-44,f,1984-03-12,0.0492615270135772,0.706763543614641,0.241845850657364
1984,3,0.044979624,0.60197562,0.23694913,50-54,f,1984-03-12,0.045452707156739,0.59480485916946,0.239255029169003
1984,3,0.04089509,0.15606613,0.49499261,65+,t,1984-03-12,0.0345337566589871,0.153986634738225,0.503112294747946
1984,3,0.058950152,0.69259542,0.2481555,35-39,f,1984-03-12,0.0589012799558051,0.684520740863875,0.242623548097719
1984,4,0.044973664,0.5474053,0.18072797,55-64,t,1984-04-12,0.0446048944875848,0.546569883647592,0.176648306186896
1984,4,0.040933378,0.74203533,0.13734324,50-54,t,1984-04-12,0.0429536128538209,0.740326865942239,0.138064817616131
1984,4,0.05037098,0.79228336,0.12543593,45-49,t,1984-04-12,0.0508717081941889,0.79119963873566,0.126023317256765
1984,4,0.1090543,0.68355525,0.30011708,20-24,f,1984-04-12,0.109985627774021,0.701204391124907,0.273704115015951
1984,4,0.064954683,0.81651527,0.13894418,30-34,t,1984-04-12,0.0645950710459862,0.815782821761653,0.13331608774131
1984,4,0.039923485,0.15591095,0.49372333,65+,t,1984-04-12,0.045105845339851,0.153861161453805,0.494318764632717
1984,4,0.18942158,0.5032196,0.69024676,16-19,t,1984-04-12,0.191864894139047,0.543435451126694,0.629768158217219
1984,4,0.073534615,0.6218214,0.28600407,16-64,f,1984-04-12,0.0768980161811298,0.627813357742042,0.278469624569424
1984,4,0.079121634,0.81306213,0.13669945,25-29,t,1984-04-12,0.0806397884697762,0.816811318285295,0.135246939320333
1984,4,0.11479962,0.75939173,0.24584338,20-24,t,1984-04-12,0.114752320480979,0.777917449652711,0.221008905206753
1984,4,0.034501322,0.20582232,0.41860837,65+,m,1984-04-12,0.0350053516293789,0.208452288665618,0.408223558671525
1984,4,0.068532519,0.68940151,0.24193659,30-34,f,1984-04-12,0.0703158669812216,0.688013565902012,0.243627462111678
1984,4,0.060277086,0.82588178,0.13240643,35-39,t,1984-04-12,0.0610978057667146,0.825913252163232,0.1284714005743
1984,4,0.074933961,0.73200786,0.18717124,16-64,t,1984-04-12,0.0763036937520578,0.737146439886407,0.180526069915208
1984,4,0.05065972,0.69102943,0.098889023,55-64,m,1984-04-12,0.0484637832191655,0.688948276218024,0.0977639960295609
1984,4,0.18485759,0.48108539,0.74779153,16-19,f,1984-04-12,0.185819837826751,0.518175256501331,0.699373008344466
1984,4,0.049903687,0.82503361,0.13429861,40-44,t,1984-04-12,0.0494354216932426,0.826570376497489,0.136811941605067
1984,4,0.062268205,0.94772482,0.062127225,30-34,m,1984-04-12,0.059613385508498,0.948622718941248,0.0579434277555655
1984,4,0.050840352,0.93597788,0.04441024,45-49,m,1984-04-12,0.0472122223831949,0.934123874340801,0.0439939891297226
1984,4,0.036814407,0.42165089,0.29647541,55-64,f,1984-04-12,0.0373575549387391,0.422312273779443,0.28574702104928
1984,4,0.047183823,0.11769471,0.59564185,65+,f,1984-04-12,0.0493333696401854,0.112492767998709,0.595037886045684
1984,4,0.19357832,0.5252285,0.63726997,16-19,m,1984-04-12,0.197464425639467,0.569919192923051,0.577017003096372
1984,4,0.041213468,0.88121116,0.049709532,50-54,m,1984-04-12,0.0423860624483048,0.878405517700148,0.0504485717863843
1984,4,0.076359734,0.69681954,0.20710346,25-29,f,1984-04-12,0.079317916124124,0.698728528788238,0.209082295298516
1984,4,0.054865547,0.70031118,0.24813242,35-39,f,1984-04-12,0.0589683262886696,0.697530370855346,0.243759003013856
1984,4,0.081243239,0.93256611,0.082329676,25-29,m,1984-04-12,0.0802271387960622,0.938101231868242,0.0761697007752987
1984,4,0.064387038,0.95608044,0.043620564,35-39,m,1984-04-12,0.0664671240899672,0.956786406360855,0.0416507046508896
1984,4,0.049731638,0.65525794,0.23567352,45-49,f,1984-04-12,0.0537187064743628,0.65231706869584,0.236477919038016
1984,4,0.040557399,0.61223751,0.25489727,50-54,f,1984-04-12,0.0460514232879089,0.609741310365072,0.259593656966332
1984,4,0.11967821,0.83837271,0.19920103,20-24,m,1984-04-12,0.117664048347861,0.856667751498749,0.181165436812645
1984,4,0.049421094,0.69974506,0.25643998,40-44,f,1984-04-12,0.0517171174730154,0.701760462257131,0.266533550995998
1984,4,0.076012172,0.84775549,0.11081523,16-64,m,1984-04-12,0.0752613091059622,0.85474091965895,0.105553847758502
1984,4,0.05027144,0.95538956,0.041138437,40-44,m,1984-04-12,0.0481851640378042,0.957062247438137,0.0416874786216981
1984,5,0.053480882,0.83098191,0.13397934,35-39,t,1984-05-12,0.0564019967969173,0.831015749878429,0.13302118605847
1984,5,0.055466454,0.65137517,0.23409666,45-49,f,1984-05-12,0.0594178598899233,0.647993921610643,0.233753878881111
1984,5,0.0402936,0.88693577,0.051966768,50-54,m,1984-05-12,0.0443418235221434,0.882704135038505,0.0559370644166159
1984,5,0.067910321,0.85547352,0.10659926,16-64,m,1984-05-12,0.0699383008402726,0.855703639214214,0.105105016136931
1984,5,0.046828799,0.93711537,0.041000132,45-49,m,1984-05-12,0.0475198977933575,0.934474283139298,0.041594736234142
1984,5,0.041672088,0.54688555,0.17027178,55-64,t,1984-05-12,0.0423817024044971,0.544009264872859,0.167029804841547
1984,5,0.038215846,0.42345378,0.28324535,55-64,f,1984-05-12,0.0394969842757986,0.418010510172288,0.275970379936368
1984,5,0.039845515,0.20821987,0.42984384,65+,m,1984-05-12,0.0470800937946962,0.208897257803929,0.439791101678649
1984,5,0.070617512,0.73910719,0.18102877,16-64,t,1984-05-12,0.0723500833025763,0.741096178712089,0.179004923158897
1984,5,0.057521895,0.95257568,0.055193216,30-34,m,1984-05-12,0.0601156772889952,0.952654984743445,0.0563716392905181
1984,5,0.041121114,0.9603495,0.041942548,40-44,m,1984-05-12,0.0441975503796851,0.961767852322911,0.0416200944415189
1984,5,0.070160195,0.93439806,0.073450677,25-29,m,1984-05-12,0.0724090195244463,0.936858751840832,0.0771723521051608
1984,5,0.055123597,0.95609212,0.044171564,35-39,m,1984-05-12,0.0568836414050765,0.957916316097147,0.0445748153938575
1984,5,0.044098776,0.6876117,0.090462774,55-64,m,1984-05-12,0.0434299522543834,0.685939849279017,0.0886745186945206
1984,5,0.063850641,0.68659747,0.24222812,30-34,f,1984-05-12,0.0670874650589189,0.687805750622162,0.241885291924693
1984,5,0.19524764,0.49344113,0.72721654,16-19,f,1984-05-12,0.183989287091022,0.513708179917723,0.703889112116253
1984,5,0.074131042,0.62820375,0.278276,16-64,f,1984-05-12,0.0753163330913309,0.629700553743967,0.275820623022521
1984,5,0.051360585,0.71090972,0.24943696,35-39,f,1984-05-12,0.0551740731655943,0.709278988004021,0.24683936714321
1984,5,0.072566755,0.70791304,0.19964054,25-29,f,1984-05-12,0.0767417572311537,0.707514382915462,0.202326190164117
1984,5,0.071210578,0.81990641,0.12844779,25-29,t,1984-05-12,0.0744985341405735,0.820747286438565,0.131237581962656
1984,5,0.060219057,0.81759506,0.13459505,30-34,t,1984-05-12,0.0629144574132228,0.817987951364225,0.134987876294482
1984,5,0.051196735,0.70471758,0.24788921,40-44,f,1984-05-12,0.0514831013445782,0.702632693430727,0.250175296614831
1984,5,0.17407949,0.56286705,0.62355548,16-19,m,1984-05-12,0.177114601639852,0.572124593773587,0.576911667480762
1984,5,0.10753226,0.85516757,0.18143913,20-24,m,1984-05-12,0.104698838212326,0.855186865367164,0.187083158907819
1984,5,0.042279355,0.15406674,0.49880046,65+,t,1984-05-12,0.0470880454868815,0.153886997305032,0.50880338739471
1984,5,0.042629521,0.61706263,0.24742667,50-54,f,1984-05-12,0.0448187563312081,0.612268703348637,0.246171466548868
1984,5,0.11213981,0.70006818,0.28301632,20-24,f,1984-05-12,0.107632544226228,0.708357443961328,0.279297244137175
1984,5,0.045724355,0.11261144,0.5970068,65+,f,1984-05-12,0.0466511707136761,0.111704081420613,0.602221446556558
1984,5,0.10963932,0.77649617,0.22776061,20-24,t,1984-05-12,0.105879567600534,0.781652612453233,0.229183495837682
1984,5,0.050486021,0.79032391,0.12232925,45-49,t,1984-05-12,0.0521456716998737,0.786742328962477,0.122043272777836
1984,5,0.041286655,0.74788302,0.13494506,50-54,t,1984-05-12,0.0458486641475553,0.741488567817011,0.137827821645526
1984,5,0.045488074,0.82987648,0.13066977,40-44,t,1984-05-12,0.0478390350332104,0.828896249561045,0.129832674543478
1984,5,0.1839893,0.52808368,0.67141461,16-19,t,1984-05-12,0.181136631018668,0.543194050101724,0.631790874688817
1984,6,0.073628567,0.70015502,0.20139904,25-29,f,1984-06-12,0.0756409337812615,0.706957267281419,0.205076127987496
1984,6,0.055362757,0.95418769,0.05238346,30-34,m,1984-06-12,0.0588808504219139,0.952260438730725,0.0558882427393207
1984,6,0.047338948,0.41557759,0.26879194,55-64,f,1984-06-12,0.0498775416983475,0.410509468593252,0.267458323428389
1984,6,0.03251157,0.93794399,0.03813846,45-49,m,1984-06-12,0.0366204429634485,0.936798315052587,0.0413060228164618
1984,6,0.047309071,0.10540778,0.55025971,65+,f,1984-06-12,0.0517141378130222,0.10610178092565,0.572054588360441
1984,6,0.0681765,0.877177,0.096855916,16-64,m,1984-06-12,0.0686774927210937,0.865116555864812,0.103418508218346
1984,6,0.054366,0.69262892,0.24330691,35-39,f,1984-06-12,0.0566772528563621,0.705984097068279,0.24422103563318
1984,6,0.030394835,0.21132283,0.41120431,65+,m,1984-06-12,0.0307838453101675,0.207532372592767,0.428626107899239
1984,6,0.19133018,0.69304919,0.47885621,16-19,m,1984-06-12,0.191639775022751,0.584793225345091,0.583142076468543
1984,6,0.033814661,0.89716482,0.045462839,50-54,m,1984-06-12,0.0363414300778017,0.892757940051362,0.0480432825030424
1984,6,0.069469929,0.94198495,0.072198749,25-29,m,1984-06-12,0.0699748153996134,0.938992890191137,0.0779016271853708
1984,6,0.077937976,0.63262182,0.26690593,16-64,f,1984-06-12,0.0764078484833807,0.629551120502971,0.276485877730928
1984,6,0.05343958,0.956177,0.039300609,35-39,m,1984-06-12,0.0572515886864766,0.957790709204753,0.0434805364255564
1984,6,0.043798819,0.69151133,0.089349762,55-64,m,1984-06-12,0.0471537540469056,0.690808281708725,0.088480213993177
1984,6,0.038334738,0.95582736,0.039174479,40-44,m,1984-06-12,0.0404244422836276,0.955797171155419,0.0424440171290776
1984,6,0.052076615,0.64349002,0.23211043,45-49,f,1984-06-12,0.0546730854242152,0.646426641455703,0.237094984197342
1984,6,0.041565124,0.59906036,0.24553616,50-54,f,1984-06-12,0.0434581238934236,0.598390296600742,0.248892207043108
1984,6,0.046859208,0.68422675,0.22453375,40-44,f,1984-06-12,0.0494477436719133,0.694976218320188,0.238773673671082
1984,6,0.045239918,0.54437351,0.16223562,55-64,t,1984-06-12,0.047208757288572,0.542791410190364,0.166563530909617
1984,6,0.1092095,0.71804965,0.26990178,20-24,f,1984-06-12,0.103875049025976,0.701624410984055,0.292592474961194
1984,6,0.053838018,0.82170558,0.12699175,35-39,t,1984-06-12,0.0568915479819119,0.828687367402093,0.132130764048912
1984,6,0.041973568,0.81733525,0.11789502,40-44,t,1984-06-12,0.0452244247867489,0.823621086972362,0.127510737834524
1984,6,0.071261086,0.8199985,0.12770446,25-29,t,1984-06-12,0.0737173414592615,0.821485691742677,0.13180809272179
1984,6,0.059210811,0.81511396,0.12770574,30-34,t,1984-06-12,0.0625177156390919,0.815876573493665,0.132513218152031
1984,6,0.040662184,0.78777295,0.1179839,45-49,t,1984-06-12,0.045559161236083,0.79311732085927,0.124694113067556
1984,6,0.064444408,0.68026471,0.23114321,30-34,f,1984-06-12,0.067084763899779,0.683968215763638,0.239520161041829
1984,6,0.10730705,0.80941135,0.20560527,20-24,t,1984-06-12,0.10549855430478,0.782441527481401,0.236519762942097
1984,6,0.037048392,0.74291837,0.12854804,50-54,t,1984-06-12,0.0393452985000251,0.741007902138281,0.130398611753062
1984,6,0.037073079,0.15129828,0.4655239,65+,t,1984-06-12,0.038048415887946,0.149380782192461,0.473520635125442
1984,6,0.19876026,0.65191859,0.53628397,16-19,t,1984-06-12,0.18677748022005,0.553541586954087,0.621641599255899
1984,6,0.10574798,0.90363401,0.15311775,20-24,m,1984-06-12,0.107299447716452,0.870685372621966,0.183570000246473
1984,6,0.20727687,0.61039585,0.60343391,16-19,f,1984-06-12,0.180374493924667,0.522874940717003,0.669474226675084
1984,6,0.072376825,0.75207585,0.16958904,16-64,t,1984-06-12,0.0715551955969551,0.741576072525795,0.178376607505766
1984,7,0.058104157,0.95866156,0.051826224,30-34,m,1984-07-12,0.0612545779857212,0.955072626465262,0.0509006312148376
1984,7,0.03702857,0.8989495,0.052957602,50-54,m,1984-07-12,0.039344507337226,0.898551448794401,0.0577681935263281
1984,7,0.037207343,0.93264085,0.038449947,45-49,m,1984-07-12,0.0432968818216563,0.933533774622031,0.0401428186698655
1984,7,0.075526923,0.82309115,0.12196552,25-29,t,1984-07-12,0.0761141284342099,0.825270216339216,0.131704778893944
1984,7,0.069155805,0.64503485,0.24653016,45-49,f,1984-07-12,0.065046299097339,0.659934968304549,0.256485908894169
1984,7,0.051544581,0.9576363,0.043843359,35-39,m,1984-07-12,0.0539924994756214,0.957012763761006,0.0441710575379715
1984,7,0.048469167,0.58618361,0.22754765,50-54,f,1984-07-12,0.045775882337521,0.593663450918297,0.235890870649004
1984,7,0.06888625,0.94633698,0.068107307,25-29,m,1984-07-12,0.0717712670453538,0.941810885756598,0.0764670812891142
1984,7,0.10075589,0.90323085,0.14296539,20-24,m,1984-07-12,0.110028329110734,0.853410577312265,0.183890926451501
1984,7,0.0473607,0.68859875,0.088517822,55-64,m,1984-07-12,0.0526337418008631,0.69064056128721,0.0876828976435922
1984,7,0.0585187,0.68463892,0.24089099,35-39,f,1984-07-12,0.0571126353909875,0.703435018367163,0.248081680135431
1984,7,0.027327657,0.21624961,0.42989749,65+,m,1984-07-12,0.0327733201340546,0.213899226381256,0.443186052627839
1984,7,0.042487461,0.40829435,0.26241922,55-64,f,1984-07-12,0.0391080323972278,0.416900800663309,0.269575514305163
1984,7,0.17836432,0.73386282,0.42981502,16-19,m,1984-07-12,0.192509438498183,0.578165768806238,0.568118748251083
1984,7,0.031664491,0.10794685,0.58013624,65+,f,1984-07-12,0.0287828368502734,0.108821313825732,0.582896532245034
1984,7,0.042681452,0.95039958,0.04222298,40-44,m,1984-07-12,0.0472518049000052,0.949613935424581,0.0427865510909781
1984,7,0.073334776,0.75549787,0.16649145,16-64,t,1984-07-12,0.073237966998528,0.742408570501663,0.178307732349946
1984,7,0.079677708,0.63538635,0.26272759,16-64,f,1984-07-12,0.0766762712064965,0.629560080041204,0.275794997773099
1984,7,0.029045906,0.15473972,0.48926142,65+,t,1984-07-12,0.0336731908265701,0.153205313774921,0.50924343440727
1984,7,0.045396678,0.53936476,0.1588175,55-64,t,1984-07-12,0.0467090456682487,0.542716832390891,0.161673973102758
1984,7,0.050654117,0.78527272,0.12432195,45-49,t,1984-07-12,0.0519910567586217,0.79414854264848,0.128565184683516
1984,7,0.072218329,0.68170607,0.23626478,30-34,f,1984-07-12,0.0693495724907522,0.684910978144966,0.244823951083395
1984,7,0.084283389,0.70245874,0.19417769,25-29,f,1984-07-12,0.0827162304941989,0.710934045229558,0.205913073649784
1984,7,0.10976982,0.73171133,0.25599906,20-24,f,1984-07-12,0.107180868340156,0.706308317885831,0.288407247941078
1984,7,0.16427687,0.64467168,0.56098366,16-19,f,1984-07-12,0.173621442378267,0.530569959818408,0.671044677068683
1984,7,0.041731924,0.73723453,0.12422881,50-54,t,1984-07-12,0.0436210444125011,0.740258240245784,0.129355763533543
1984,7,0.10486617,0.81600893,0.19422545,20-24,t,1984-07-12,0.108333290024708,0.779075628747654,0.234526560604329
1984,7,0.050364383,0.68361604,0.22496229,40-44,f,1984-07-12,0.0507609912415432,0.692434233562339,0.232133072100688
1984,7,0.05452586,0.81817436,0.12772101,35-39,t,1984-07-12,0.0551594633978376,0.827520044045461,0.13323714559857
1984,7,0.064062759,0.81830937,0.12901242,30-34,t,1984-07-12,0.0645959970408386,0.818683423049167,0.134313657761205
1984,7,0.068544365,0.88132209,0.09467914,16-64,m,1984-07-12,0.0709613397534329,0.860951133939767,0.103436514157647
1984,7,0.17181925,0.68954033,0.49131128,16-19,t,1984-07-12,0.184316003636379,0.562717962668965,0.620505328785015
1984,7,0.045963898,0.81458294,0.11993623,40-44,t,1984-07-12,0.0471373584480292,0.82032023659054,0.126228418594279
1984,8,0.081521988,0.63092351,0.25386754,16-64,f,1984-08-12,0.0781531769930303,0.628288913328549,0.273277845061151
1984,8,0.062621452,0.87090862,0.093269818,16-64,m,1984-08-12,0.0694034978375409,0.857133142051328,0.104728186173573
1984,8,0.060646743,0.82151425,0.12397525,30-34,t,1984-08-12,0.0614686384980222,0.821859554716108,0.134362331268589
1984,8,0.058291469,0.82007354,0.122237,35-39,t,1984-08-12,0.0572339478039103,0.827135553004121,0.131610475768359
1984,8,0.10853347,0.80158556,0.18775018,20-24,t,1984-08-12,0.115088822088329,0.776599546255954,0.23222502905873
1984,8,0.034800388,0.2187755,0.40550798,65+,m,1984-08-12,0.0365511554869788,0.219721758379583,0.407736527283184
1984,8,0.07077352,0.74816507,0.16173665,16-64,t,1984-08-12,0.0731919105594162,0.740411455487293,0.177981642746426
1984,8,0.035631675,0.90684623,0.045513414,50-54,m,1984-08-12,0.0432794196300913,0.909555845743518,0.0481565402803335
1984,8,0.047566034,0.81125826,0.11792133,40-44,t,1984-08-12,0.049116501658064,0.81504544009321,0.125787756169897
1984,8,0.041037384,0.94594526,0.03865359,40-44,m,1984-08-12,0.0468688703979468,0.944170183848294,0.042379965031352
1984,8,0.050829228,0.95567977,0.04300081,35-39,m,1984-08-12,0.0535308001370296,0.95412166540532,0.0452506564747256
1984,8,0.15810937,0.6174559,0.49826711,16-19,t,1984-08-12,0.185033119327927,0.530014531261664,0.625420681031941
1984,8,0.043755867,0.69371343,0.090990365,55-64,m,1984-08-12,0.0476971267223505,0.696062335744281,0.0908160358272625
1984,8,0.10522392,0.88420266,0.14456515,20-24,m,1984-08-12,0.118125892412148,0.85107548131735,0.188152689410685
1984,8,0.034092125,0.93240094,0.043641143,45-49,m,1984-08-12,0.0400233367737998,0.933728330499202,0.0454849570109553
1984,8,0.11246751,0.72145504,0.239503,20-24,f,1984-08-12,0.109705912880155,0.703633026602764,0.282569750985277
1984,8,0.071186624,0.82291281,0.12292942,25-29,t,1984-08-12,0.07211550625813,0.822685102552395,0.133626833224639
1984,8,0.036786526,0.15615034,0.47369346,65+,t,1984-08-12,0.037807420854924,0.158043206247496,0.474451592564855
1984,8,0.05624954,0.68208569,0.22505172,40-44,f,1984-08-12,0.0517539448795975,0.691333507643662,0.235588883155938
1984,8,0.06410668,0.65372938,0.23289408,45-49,f,1984-08-12,0.056574610556942,0.666894361516312,0.242712017593588
1984,8,0.044087995,0.54240364,0.1598525,55-64,t,1984-08-12,0.0460533396914,0.544430212508416,0.167204655211876
1984,8,0.073562168,0.68882382,0.22361717,30-34,f,1984-08-12,0.0690696103295793,0.691995965209238,0.237458777412329
1984,8,0.051081844,0.95821333,0.051930629,30-34,m,1984-08-12,0.0551995932388688,0.955379638304517,0.0562588581806788
1984,8,0.16770542,0.58587188,0.55220032,16-19,f,1984-08-12,0.191112448499029,0.513508036528956,0.668320550298106
1984,8,0.051608715,0.58697093,0.22809325,50-54,f,1984-08-12,0.0480951323184737,0.593884736862897,0.243547283265539
1984,8,0.044584155,0.40910196,0.26281378,55-64,f,1984-08-12,0.0425740717714123,0.41404589596339,0.27696600132102
1984,8,0.084585413,0.70365036,0.19939539,25-29,f,1984-08-12,0.0779006200454337,0.707377493301909,0.208950672792995
1984,8,0.060999945,0.9446376,0.066254951,25-29,m,1984-08-12,0.0673878774968149,0.940306565484595,0.0771097896683901
1984,8,0.068269759,0.68928927,0.23017254,35-39,f,1984-08-12,0.0595867045746745,0.705335197757465,0.24301286972384
